source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000122737,2026년 2분기 국내 저온 저장시설 보관 지원업체 모집 공고,"우리 수출 수산물의 해외시장 경쟁력 향상을 위해 2026년 국내 저온 저장시설 지원업체를 아래와 같이 모집하오니 관심 있는 업체의 많은 신청 바랍니다.
☞ 수산물 수출업체(중소ㆍ중견 기업)
- 지원품목 : 냉장ㆍ냉동 수산물 및 수산가공식품
☞ 저온 저장시설 보관비 80% 지원(업체당 최대 20백만원)
※ 자세한 지원내용 공고문 참조",경영,한국수산무역협회,전국,중소기업,중소기업,,,,,,,시설/입지지원,2026-06-01,2026-06-15,,온라인 접수 (온라인 사업 신청 통합시스템),온라인 접수 (온라인 사업 신청 통합시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122737,main,primary,2026년2분기국내저온저장시설보관지원업체모집공고,한국수산무역협회,2026-06-01~2026-06-15,경영,시설/입지지원
biz,PBLN_000000000122736,[대전] 2026년 대기업 유통사 연계 판로확대 지원사업 참여기업 추가모집 공고(롯데백화점 연계),"대전 관내 중소기업의 온라인 판로개척 활성화를 위한 「2026년 대기업 유통사 연계 판로확대지원사업 라이브커머스」사업에 참여할 기업을 모집하오니 많은 참여 바랍니다.
☞ 공고일 기준 대전 관내 본사 또는 공장을 둔 중소기업
- 식품, 가공식품, 공산품 등 라이브커머스 판매 가능 제품을 보유하고 있는 업체
☞ 라이브커머스 제작, 기업 맞춤형 촬영, 인플루언서 광고, 전문 사회자 지원 등",판로/수출,대전일자리경제진흥원,대전광역시,중소기업,중소기업,,,,,,,온라인,2026-06-01,2026-06-07,,이메일 접수 (1004@djbea.or.kr),이메일 접수 (1004@djbea.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122736,main,primary,대전2026년대기업유통사연계판로확대지원사업참여기업추가모집공고롯데백화점연계,대전일자리경제진흥원,2026-06-01~2026-06-07,내수,온라인
biz,PBLN_000000000122735,2026년 농식품 R&D기업 SWITCH 지원사업 모집 공고,"농식품 R&D 성과 보유기업의 글로벌 시장 진출 및 경쟁력 강화를 위해 「SWITCH 2026」전시 참여를 지원하고자 합니다. 농식품 R&D 성과 보유기업의 많은 관심과 참여 바랍니다.
☞ SWITCH 참가 조건에 부합(7년 이내 창업 기업)하고 농식품 국가 R&D 성과물(기술ㆍ제품ㆍ서비스 등)을 통한 해외 진출 역량이 갖춰진 기업
☞ K-스타트업 통합관 내 기업별 전시부스, 사전 역량강화 교육 및 컨설팅, 투자자·바이어 매칭, 현지 네트워킹 등 종합 지원",판로/수출,농림식품기술기획평가원,전국,중소기업,중소기업,,,,,,,해외진출,2026-06-01,2026-06-19,,이메일 접수 (sykgo@ipet.re.kr),이메일 접수 (sykgo@ipet.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122735,main,primary,2026년농식품rd기업switch지원사업모집공고,농림식품기술기획평가원,2026-06-01~2026-06-19,수출,해외진출
biz,PBLN_000000000122734,[강원] 2026년 소형 AI 데이터센터(AIDC) 기반 특화산업 AI 서비스 도입ㆍ실증 수요기관 Pool 모집 공고,"강원테크노파크에서는 과학기술정보통신부와 정보통신산업진흥원(NIPA)이 주관하는 「2026년 소형 데이터센터 기반 AI산업 성장 지원 사업」의 일환으로, 강원지역 특화산업 내에 AI 솔루션을 선도적으로 도입ㆍ실증할 수요기관(기업, 지자체, 기관)을 모집합니다. 본 모집을 통해 구축된 수요기관 POOL은 향후 선정될 AI 개발 중소기업과 매칭 지원할 예정이오니, 많은 참여 바랍니다.
☞ 강원특별자치도 내에 소재하며 아래 특화산업 분야에서 AI 솔루션 도입 및 기술실증(PoC)을 희망하는 기업 등
- 강원 지역 특화산업 : 바이오ㆍ헬스(의료, 디지털헬스케어 등), 신소재ㆍ제조(반도체, 소재 등), AI융합 분야(에너지 등)
☞ 맞춤형 컨설팅, AI 솔루션 개발 및 현장 실증 연계 지원
※ 자세한 지원내용 공고문 참조",기술,강원테크노파크,강원특별자치도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-05-27,2026-06-05,,"이메일 접수 (khkim@gwtp.or.kr, hongsso@gsipa.or.kr)","이메일 접수 (khkim@gwtp.or.kr, hongsso@gsipa.or.kr)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122734,main,primary,강원2026년소형ai데이터센터aidc기반특화산업ai서비스도입ㆍ실증수요기관pool모집공고,강원테크노파크,2026-05-27~2026-06-05,기술,기술사업화/이전/지도
biz,PBLN_000000000122733,[인천] 2026년 4차 K-브랜드분쟁 대응전략 지원사업 공고,"관내 중소기업의 상표ㆍ디자인권을 보호하고 수출 경쟁력을 강화하기 위한 「K-브랜드분쟁 대응전략 지원사업」을 아래와 같이 4차 공고합니다.
☞ 수출 중이거나 수출예정인 인천 소재 중소기업
※ (신청대상) 미추홀구, 연수구, 남동구, 부평구, 서구 소재 중소기업
- (수출기업) 직ㆍ간접수출 중이거나 수출실적이 있는 기업
- (수출예정기업) 현지시장조사, 수출계획, 거래처 확보, 계약 체결, 현지 승인 획득, 해외 운송계약 및 현지 광고 등 수출을 위한 제반 활동이 인정된 기업([붙임1]에 따른 증빙자료 제출 필요)
- (중소기업) 「중소기업기본법」제2조에 따른 기업(개인사업자 포함)
☞ 분쟁대응 및 권리보호 지원
- 분쟁대응 유형 : 무단선점 대응, 위조ㆍ형태 모방 대응
- 권리보호 유형 : 일반제조 분야 상표 보호 전략, 일반제조 분야 디자인 보호 전략, 콘텐츠 분야 IP 보호, 역공격 대응
※ 자세한 지원내용 공고문 참조",판로/수출,한국지식재산보호원,인천광역시,중소기업,중소기업,,,,,,,해외진출,2026-06-01,2026-06-22,,온라인 접수 (사업관리시스템),온라인 접수 (사업관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122733,main,primary,인천2026년4차k브랜드분쟁대응전략지원사업공고,한국지식재산보호원,2026-06-01~2026-06-22,수출,해외진출
biz,PBLN_000000000122732,[부산] 2026년 고위험산업 사각지대 집중관리사업(안전보호구 지원) 참여기업 2차 추가모집 공고,"부산광역시와 부산테크노파크는 지역내 소규모 사업장의 중대재해 예방활동을 지원하고 사고위험의 격차를 해소하기 위해「2026년 고위험 산업 사각지대 집중관리 사업(안전보호구 지원)」의 참여기업을 다음과 같이 추가 모집합니다.
☞ 부산지역 내 30인 미만 소규모 사업장으로서, 본 사업에서 지정한 부산 3대 고위험 산업군에 해당하는 기업
- 고위험 산업군 1 : 뿌리산업 ※ 뿌리산업 진흥과 첨단화에 관한 법률 시행령 제2조 근거
- 고위험 산업군 2 : 창고ㆍ항만물류업
- 고위험 산업군 3 : 수리조선ㆍ기자재업
☞ 중대재해 예방의 사각지대 해소를 위한 안전보호구 구입관련 보조금 지급 지원
- 안전인증(KC 등)을 받은 제품 기준, 사고 예방 효과가 높은 품목 및 스마트 보조장치 중심 지원",인력/일자리,부산테크노파크,부산광역시,중소기업,중소기업,,,,,,,작업환경개선,2026-06-01,2026-06-30,,이메일 접수 (sglee8153@btp.or.kr),이메일 접수 (sglee8153@btp.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122732,main,primary,부산2026년고위험산업사각지대집중관리사업안전보호구지원참여기업2차추가모집공고,부산테크노파크,2026-06-01~2026-06-30,인력,작업환경개선
biz,PBLN_000000000122731,[부산] 2026년 고위험산업 사각지대 집중관리사업(재정지원) 참여기업 2차 추가모집 공고,"부산광역시와 부산테크노파크는 지역내 소규모 사업장의 중대재해 예방활동을 지원하고 사고위험의 격차를 해소하기 위해「2026년 고위험 산업 사각지대 집중관리 사업(재정지원)」의 참여기업을 다음과 같이 추가 모집합니다.
☞ 본사 소재지가 부산지역 내 30인 미만 소규모 사업장으로서, 본 사업에서 지정한 부산 3대 고위험 산업군에 해당하는 기업
- 고위험 산업군 1 : 뿌리산업 (뿌리산업 진흥과 첨단화에 관한 법률 시행령 제2조 근거)
- 고위험 산업군 2 : 창고ㆍ항만물류업
- 고위험 산업군 3 : 수리조선ㆍ기자재업
☞ 고위험 산업군 주요 재해유형에 따른 장비개선, 시설설치, 환경설비, 시스템구축, 질식사고 예방 등에 대한 재정지원",인력/일자리,부산테크노파크,부산광역시,중소기업,중소기업,,,,,,,작업환경개선,2026-06-01,2026-06-30,,이메일 접수 (sglee8153@btp.or.kr),이메일 접수 (sglee8153@btp.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122731,main,primary,부산2026년고위험산업사각지대집중관리사업재정지원참여기업2차추가모집공고,부산테크노파크,2026-06-01~2026-06-30,인력,작업환경개선
biz,PBLN_000000000122730,[전북] 2026년 3차 벤처기업육성 지원사업 모집 공고,"전북벤처산업발전협의회에서는 도내 중소ㆍ벤처기업의 성장과 발전을 촉진하기 위한「2026년 벤처기업육성 지원사업 추진계획」을 다음과 같이 공고하오니, 많은 관심과 참여 바랍니다.
☞ 전주벤처촉진지구 내 입주기업 및 전북특별자치도 내 중소기업, 벤처기업(제조업) 
☞ 제품고도화 및 시제품제작, 벤처기업확인 컨설팅, 벤처기업 IPㆍ인증, 기술평가 벤처기업 성장촉진 지원",기술,전북벤처산업발전협의회,전북특별자치도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-06-01,2026-06-15,,"이메일 또는 방문 접수
- 접수처 : 전북 전주시 덕진구 유상로 67, 스마트배움터 2층 JVADA 전북벤처산업발전협의회 
- 이메일 : mdchoi@jvada.or.kr","이메일 또는 방문 접수
- 접수처 : 전북 전주시 덕진구 유상로 67, 스마트배움터 2층 JVADA 전북벤처산업발전협의회 
- 이메일 : mdchoi@jvada.or.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122730,main,primary,전북2026년3차벤처기업육성지원사업모집공고,전북벤처산업발전협의회,2026-06-01~2026-06-15,기술,기술사업화/이전/지도
biz,PBLN_000000000122728,[경기] 부천시 2026년 인공지능(AI) 클라우드 컴퓨팅 활용 지원사업 공고,"2026년 인공지능(AI) 사업화 지원사업을 다음과 같이 공고하오니 참여를 희망하는 부천 소재 중소기업은 신청하여 주시기 바랍니다.
☞ 부천시 관내 AI기술 제품ㆍ서비스 개발 중소기업
- AI 개발을 위한 클라우드 환경에서 대규모 연산 작업이 필요한 기업
- 인공지능(AI) 학습, 빅데이터 분석 등 GPU 활용이 필요한 기업
☞ 클라우드 서버 및 GPU 사용료 일부(기업당 300만원 한도) 지원
- GPU 인스턴스 사용료, 스토리지 비용, 데이터 전송 비용 등",기술,부천산업진흥원,경기도,중소기업,중소기업,,,,,,,기술인력/장비지원,2026-06-01,2026-06-19,,온라인 접수 (부천산업진흥원 홈페이지),온라인 접수 (부천산업진흥원 홈페이지),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122728,main,primary,경기부천시2026년인공지능ai클라우드컴퓨팅활용지원사업공고,부천산업진흥원,2026-06-01~2026-06-19,기술,기술인력/장비지원
biz,PBLN_000000000122727,[서울] 2026년 지역상생 중장년 창업 지원사업 넥스트로컬 40+ 참여자 모집 공고,"전국 지자체 협력을 바탕으로 서울 중장년층의 지역자원 발굴과 창업 모델화 과정을 지원하는 「2026년 서울시 지역상생 중장년 창업 지원사업」 <넥스트로컬 40+>에 참여할 (예비)창업자를 다음과 같이 모집합니다.
☞ 지역의 농특산물, 문화ㆍ관광ㆍ역사 자원, 유휴공간 등을 연계ㆍ활용한 비즈니스 아이디어를 보유한 서울시 거주 중장년(40세 이상 ~ 65세 미만)
- 지원형태 : 대표자 1인만 지원 ※ 거주지와 사업장 소재지 모두 서울이여함
- 지원단계 : 예비 또는 기창업자 
※ 자세한 지원대상 공고문 참조
☞ 지역 내 네트워크 연결, 창업교육 및 멘토링 지원
- 지역 협력체계 구축을 통한 지역자원 연계, 지역연계 특수성을 반영한 체계적인 온ㆍ오프라인 창업교육, 현직 창업 전문가 멘토링, 지역 특성에 따른 맞춤형 혜택 제공, 기타 지원사항
※ 자세한 지원내용 공고문 참조",창업,직접수행,서울특별시,창업벤처,초기창업기업,,,,,,,사업화지원,2026-06-01,2026-06-30,,"온라인 접수 (넥스트로컬 중장년 40+ 홈페이지)
※ 업로드 불가시 사무국에 사전 확인 후 이메일 접수
- 이메일 : nextlocalstar@gmail.com
※ 자세한 신청방법 공고문 참조","온라인 접수 (넥스트로컬 중장년 40+ 홈페이지)
※ 업로드 불가시 사무국에 사전 확인 후 이메일 접수
- 이메일 : nextlocalstar@gmail.com
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122727,main,primary,서울2026년지역상생중장년창업지원사업넥스트로컬40참여자모집공고,직접수행,2026-06-01~2026-06-30,창업,사업화지원
biz,PBLN_000000000122726,[강원] 2026년 바이오기업 성장 촉진 및 고용 활성화 지원기업 상시 모집 공고(지역산업맞춤형 일자리창출 지원사업),"춘천바이오산업진흥원에서는 강원도 바이오기업의 역량 확대를 통한 고용수요 제고와 양질의 일자리 + 주거지원을 통한 인력 외부 유출 방지를 위해 다음과 같이 기업지원 사업을 추진합니다. 본 사업은 강원 지역 기업의 고용침체 및 고용위기를 극복하기 위한 사업으로 일자리 창출에 성과 목표를 두고 있습니다. 희망하는 기업은 신청하여 주시기 바랍니다.
☞ 강원특별자치도 소재 바이오헬스 관련 기업
- 분야 : 식품ㆍ건강기능식품, 화장품, 의약ㆍ제약, 바이오소재 등
- 소재지 : 고용관리등록번호 기준 주소지가 강원도 내 소재
※ 자세한 지원대상 공고문 참조
☞ 제품고급화, 국내외 규격인증 획득, 국외전시회 참가, 일자리시설ㆍ환경 개선, 신규 채용자 초기 정주기반 지원
※ 자세한 지원내용 공고문 참조",경영,춘천바이오산업진흥원,강원특별자치도,중소기업,중소기업,,,,,,,디자인/상품화/사업화,상시 접수,,,"방문, 우편, 이메일 접수
- 접수처 : 강원도 춘천시 소양강로 32, BIO-1동 101호 기업지원팀
- 이메일 : marketing@cbf.or.kr","방문, 우편, 이메일 접수
- 접수처 : 강원도 춘천시 소양강로 32, BIO-1동 101호 기업지원팀
- 이메일 : marketing@cbf.or.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122726,main,primary,강원2026년바이오기업성장촉진및고용활성화지원기업상시모집공고지역산업맞춤형일자리창출지원사업,춘천바이오산업진흥원,상시 접수~,경영,디자인/상품화/사업화
biz,PBLN_000000000122725,[경기] 안양시 2026년 유망기업 오프라인 광고매체 송출 지원사업 모집 공고,"안양시 유망기업 우수 제품의 판매 촉진 및 경쟁력 확보를 위해 유동 인구가 많은 수도권 內 오프라인 광고매체 송출 지원사업을 공고하오니 많은 신청 바랍니다. 
☞ 안양시 유망 중소기업
☞ 각 매체별 3개월 광고 송출 지원
- 2개 광고 분야 중 기업당 1개 매체 선택 지원(고속버스터미널역 파노라마 디지털보드, 인천공항 키로뷰 광고)
- 진흥원에서 한국언론진흥재단에 오프라인 광고 송출 의뢰",판로/수출,안양산업진흥원,경기도,중소기업,중소기업,,,,,,,홍보지원,2026-06-22,2026-06-24,,"이메일 접수 (ssy@aba.or.kr)
※ 이메일 제목에 사업명 및 기업명 반드시 표시
※ 신청서는 서명 또는 인감이 들어간 한글파일 원본을 제출하고 나머지 증빙서류는 PDF 파일로 제출(전체 파일을 항목별로 폴더로 구분하여 압축하여 제출)","이메일 접수 (ssy@aba.or.kr)
※ 이메일 제목에 사업명 및 기업명 반드시 표시
※ 신청서는 서명 또는 인감이 들어간 한글파일 원본을 제출하고 나머지 증빙서류는 PDF 파일로 제출(전체 파일을 항목별로 폴더로 구분하여 압축하여 제출)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122725,main,primary,경기안양시2026년유망기업오프라인광고매체송출지원사업모집공고,안양산업진흥원,2026-06-22~2026-06-24,내수,홍보지원
