source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000124349,[전북] 정읍시 2026년 바이오 성장사다리 비R&D 지원사업 계획 공고,"정읍시 관내 바이오기업의 기술개발 및 사업화 역량 강화를 위한 단계별 지원체계 구축과 지역혁신기관과 기업 간 협업을 통한 기술사업화 촉진 및 바이오 혁신 클러스터 조성을 위하여 「2026년 정읍 바이오 성장사다리 비R&D 지원사업」을 다음과 같이 공고하오니 관심 있는 기업의 많은 참여를 바랍니다.
☞ 다음 각 호의 어느 하나에 해당하는 입주기업
① 지역혁신기관 창업보육동(첨단방사선연구소 ARTI 실용화연구동,  국가독성과학연구소 전북상생지원센터, 한국생명공학연구원 바이오 이노비즈센터, 농축산용 미생물산업육성지원센터 창업보육실)
② 농축산용 미생물산업육성지원센터 공유인프라
③ 정읍첨단복합문화센터 코워킹스페이스
※ 코워킹스페이스 입주기업은 상주 근무자가 있는 경우에 한하여 신청 가능  
☞ 지원항목 내에서 기업 자율 구성 (한도 내 지원)
- 지원항목 : (비)R&D 과제기획, 시제품제작, 제품고급화, 기술지도, 마케팅지원, 디자인, 브랜드개발, 컨설팅지원, 시장조사 및 바이어 발굴, 투자유치",경영,전북테크노파크,전북특별자치도,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-07-20,2026-07-31,,"방문 또는 우편 접수
- 접수처 : 전북TP 바이오진흥센터(정읍시 첨단과학로 201, 1동 2층)","방문 또는 우편 접수
- 접수처 : 전북TP 바이오진흥센터(정읍시 첨단과학로 201, 1동 2층)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124349,main,primary,전북정읍시2026년바이오성장사다리비rd지원사업계획공고,전북테크노파크,2026-07-20~2026-07-31,경영,디자인/상품화/사업화
biz,PBLN_000000000124348,[경남] AI융합 첨단의료기기 기업지원사업 수혜기업 모집 공고,"경상남도 의료기기산업 전반에 AI 기술 활용을 촉진ㆍ확산하고, 의료기기 기업의 기술경쟁력 강화를 위한「2026년 AI융합 첨단의료기기 기업지원사업」의 수혜기업을 모집 공고하오니 많은 참여 바랍니다.
☞ 경남 바이오메디컬산업 관련 중소기업
☞ 기업당 최대 25,000천원 지원
- 분야별 선택을 통한 패키지 지원 : AI 기술개발/적용 컨설팅, 시제품제작, 시험ㆍ검사 및 성능평가, 지식재산권, 데이터 수집
※ 자세한 지원내용 공고문 참조",기술,경남테크노파크,경상남도,중소기업,중소기업,,,,,,,기술사업화/이전/지도,2026-07-13,2026-07-24,,온라인 접수 (경남테크노파크 홈페이지),온라인 접수 (경남테크노파크 홈페이지),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124348,main,primary,경남ai융합첨단의료기기기업지원사업수혜기업모집공고,경남테크노파크,2026-07-13~2026-07-24,기술,기술사업화/이전/지도
biz,PBLN_000000000124347,[경북] 구미시 2026년 산학융합지구 조성사업(기업밀착형 산학융합촉진) 프로젝트LAB 지원사업 공고,"「2026년 산학융합지구 조성사업」과 관련하여 프로젝트LAB 지원사업을 다음과 같이 공고하오니, 관심있는 중소기업들의 많은 관심과 참여 바랍니다.
☞ 사업공고일 기준 융합지구 내 이전 학과와 구미시에 소재한 기업이 컨소시엄 구성
※ 자세한 지원대상 공고문 참조
☞ 연구재료비, 컨페서 활용(건 당 18,000천원 이내)지원",기술,경북산학융합원,경상북도,중소기업,중소기업,,,,,,,공동기술개발,2026-07-13,2026-08-14,,이메일 접수(coold777@giaci.or.kr),이메일 접수(coold777@giaci.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124347,main,primary,경북구미시2026년산학융합지구조성사업기업밀착형산학융합촉진프로젝트lab지원사업공고,경북산학융합원,2026-07-13~2026-08-14,기술,공동기술개발
biz,PBLN_000000000124346,[충북] 충주시 2026년 기숙사임차비지원사업 참여기업 모집 공고,"도내 중소기업 근로자들의 정주여건 개선과 생활 안정을 도모하여 기업의 신규 채용을 독려하고, 양질의 일자리 기반을 만들기 위한「2026년 충청북도 기숙사 임차비 지원사업」을 추진하오니 많은 관심과 참여 바랍니다.
☞ 임차 기숙사를 운영하여 근로자에게 제공하는 충주시 소재 중소기업
☞ 사업장 주변의 기숙사를 임차하여 근로자에게 제공하는 경우, 월 임차비용 일부(80%)지원(당해연도)
※ 자세한 지원내용 공고문 참조",인력/일자리,충청북도기업진흥원,충청북도,중소기업,중소기업,,,,,,,고용유지,선착순 접수,,,이메일 접수(whansqls185@cba.ne.kr),이메일 접수(whansqls185@cba.ne.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124346,main,primary,충북충주시2026년기숙사임차비지원사업참여기업모집공고,충청북도기업진흥원,선착순 접수~,인력,고용유지
biz,PBLN_000000000124345,[경남] 창원시 2026년 국가산단 기계ㆍ방산 분야 제조 DXㆍAX R&D기획지원사업 시행계획 공고,"「2026년도 기계ㆍ방산 제조 디지털전환 지원센터 구축ㆍ운영」의 일환으로 창원 국가산단 내 기계ㆍ방산 분야 제조기업의 기술개발 방향 설정과 사업화 성공률 제고를 지원하기 위해 「R&D 기획지원사업」 수혜기업 모집을 위해 다음과 같이 공고합니다.
☞ 창원 국가산업단지 내 기계ㆍ방산 분야 제조기업
☞ 기업당 5,000천원 지원
- 2026년 ~2027년 정부부처 R&D 공모과제 신청을 위한 전문가 자문
- 기술개발 기획 및 사업계획서 작성 전 과정에 대한 기업 지원
※ 지원기간(협약일~27. 2. 28.) 내 정부R&D과제 신청을 완료해야 함",기술,경남테크노파크,경상남도,중소기업,중소기업,,,,,,,기술정보제공,2026-07-13,2026-07-27,,온라인 접수 (경남테크노파크 누리집),온라인 접수 (경남테크노파크 누리집),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124345,main,primary,경남창원시2026년국가산단기계ㆍ방산분야제조dxㆍaxrd기획지원사업시행계획공고,경남테크노파크,2026-07-13~2026-07-27,기술,기술정보제공
biz,PBLN_000000000124344,[경기] 2026년 양자-반도체 팹 융합활용 R&D 지원 사업 참여기관(기업ㆍ대학) 추가 모집 공고,"「2026년 경기도 양자-반도체 팹 융합활용 R&D 지원 사업」을 다음과 같이 공고하오니 많은 참여 바랍니다.
☞ 경기도 소재 양자ㆍAIㆍ반도체 관련 중소ㆍ중견기업 및 대학(소속 연구자)
☞ 양자-반도체 융합분야 상용화 기술 개발 촉진 및 도내 산업체 및 대학의 연구자들에게 연구 능력 제고를 위하여 경기도가 구축한 양자-반도체 팹의 이용료 지원",기술,한국나노기술원,경기도,중소기업,중소기업,,,,,,,기술인력/장비지원,2026-07-07,2026-07-24,,이메일 접수(heesuk.han@kanc.re.kr),이메일 접수(heesuk.han@kanc.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124344,main,primary,경기2026년양자반도체팹융합활용rd지원사업참여기관기업ㆍ대학추가모집공고,한국나노기술원,2026-07-07~2026-07-24,기술,기술인력/장비지원
biz,PBLN_000000000124343,[강원] 2026년 5차 특허분쟁 대응전략 지원사업 공고(강원연계),"강원소재 중소기업의 특허ㆍ실용신안권을 보호하고 수출 경쟁력 강화를 위한「특허분쟁 대응전략 지원사업」을 아래와 같이 5차 공고합니다.
☞ 해외기업과 특허분쟁(위험)이 있는 강원 소재 중소기업
☞ 분쟁방어(초기대응(특허침해분석(FTO 분석), 분쟁위험 사전대비전략)) 지원",기술,한국지식재산보호원,강원특별자치도,중소기업,중소기업,,,,,,,시험/인증,2026-07-01,2026-07-21,,온라인 접수 (관리시스템),온라인 접수 (관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124343,main,primary,강원2026년5차특허분쟁대응전략지원사업공고강원연계,한국지식재산보호원,2026-07-01~2026-07-21,기술,시험/인증
biz,PBLN_000000000124342,[충남] 2026년 5차 특허분쟁 대응전략 지원사업 공고(충남연계),"충남소재 중소기업의 특허ㆍ실용신안권을 보호하고 수출 경쟁력 강화를 위한 「특허분쟁 대응전략 지원사업」을 아래와 같이 5차 공고합니다.
☞ 해외기업과 특허분쟁(위험)이 있는 충남 소재 중소기업
☞ 분쟁 상황에 따라 분쟁방어와 권리행사로 구분하여 지원(총 사업비의 70%)
- 분쟁방어 초기대응(특허침해분석(TRO분석), 분쟁위험 사전대비전략), 사후대응(특허보증, 경고장 대응전략, 소송 방어전략, 라이선스 협상전략) 지원
- 권리행사 초기대응(특허침해모니터링, 특허피침해분석), 사후대응(특허권행사(경고장 발송, 침해 제소), 특허권보호(이의신청, 무효ㆍ취소심판 대응)) 지원
※ 자세한 지원내용 공고문 참조",기술,한국지식재산보호원,충청남도,중소기업,중소기업,,,,,,,시험/인증,2026-07-01,2026-07-21,,온라인 접수 (관리시스템),온라인 접수 (관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124342,main,primary,충남2026년5차특허분쟁대응전략지원사업공고충남연계,한국지식재산보호원,2026-07-01~2026-07-21,기술,시험/인증
biz,PBLN_000000000124341,2026년 하반기 온라인 K-SEAFOOD 판매 전용관 운영 사업 입점 제품 모집 공고,"(사)한국수산회에서는 해양수산부 2026년 수산물 해외시장개척 사업 일환으로 국내 수산물 수출기업 해외 E-커머스 시장 진출 지원을 통한 수출 확대를 도모하고자 「온라인 K-SEAFOOD 판매 전용관 운영 사업」을 추진하오니, 입점을 희망하는 업체의 많은 신청 바랍니다.
☞ 국내 수산물 및 수산가공품 생산ㆍ제조 기업, 무역상사
☞ 매입ㆍ입점ㆍ판매, 마케팅ㆍ홍보, 성과 분석 지원
- 입점 플랫폼 : 아마존(미국, 독일, 프랑스), 쇼피(싱가포르, 필리핀, 말레이시아, 인도네시아), H마트(미국), 타오바오(중국), 본래생활(중국)",판로/수출,한국수산회,전국,중소기업,중소기업,,,,,,,해외진출,2026-07-13,2026-10-30,,온라인 접수(K-SEAFOOD TRADE),온라인 접수(K-SEAFOOD TRADE),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124341,main,primary,2026년하반기온라인kseafood판매전용관운영사업입점제품모집공고,한국수산회,2026-07-13~2026-10-30,수출,해외진출
biz,PBLN_000000000124340,[대전] 2026년 5차 특허분쟁 대응전략 지원사업 공고(대전연계),"대전소재 중소기업의 특허ㆍ실용신안권을 보호하고 수출 경쟁력 강화를 위한 「특허분쟁 대응전략 지원사업」을 아래와 같이 5차 공고합니다.
☞ 해외기업과 특허분쟁(위험)이 있는 대전 소재 중소기업
☞ 분쟁 상황에 따라 분쟁방어와 권리행사로 구분하여 지원(총 사업비의 70%)
- 분쟁방어 초기대응(특허침해분석(TRO분석), 분쟁위험 사전대비전략), 사후대응(특허보증, 경고장 대응전략, 소송 방어전략, 라이선스 협상전략) 지원
- 권리행사 초기대응(특허침해모니터링, 특허피침해분석), 사후대응(특허권행사(경고장 발송, 침해 제소), 특허권보호(이의신청, 무효ㆍ취소심판 대응)) 지원
※ 자세한 지원내용 공고문 참조",기술,한국지식재산보호원,대전광역시,중소기업,중소기업,,,,,,,시험/인증,2026-07-01,2026-07-21,,온라인 접수 (관리시스템),온라인 접수 (관리시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124340,main,primary,대전2026년5차특허분쟁대응전략지원사업공고대전연계,한국지식재산보호원,2026-07-01~2026-07-21,기술,시험/인증
