source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
biz,PBLN_000000000122201,[강원] 인제군 2026년 중소기업 수출대금 보장 단체보험 가입 지원사업 참가기업 추가 모집 공고,"인제군 소재 중소 수출(예정)기업을 대상으로 수출시 발생할수 있는 미결재 등 수출대금 리스크 해소를 위해 아래와 같이「수출 대금 보장 단체보험 가입 지원사업」참가기업을 추가 모집하오니 많은 참여바랍니다.
☞ 인제군 중소 제조ㆍ서비스ㆍ수출대행기업(사회적기업ㆍ마을기업 포함)
☞ 수출 단체 보험 가입 지원
- 단기수출 보험 중 단체보험 가입(최대 보장금액 5만$)",자금,강원특별자치도경제진흥원,강원특별자치도,중소기업,중소기업,,,,,,,보험(수출+무역),2026-05-18,2026-05-22,,이메일 접수 (dslee@gwep.or.kr),이메일 접수 (dslee@gwep.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122201,main,primary,강원인제군2026년중소기업수출대금보장단체보험가입지원사업참가기업추가모집공고,강원특별자치도경제진흥원,2026-05-18~2026-05-22,금융,보험(수출+무역)
biz,PBLN_000000000122200,[강원] 홍천군 2026년 중소기업 수출단체보험 가입 지원사업 참가기업 추가 모집 공고,"홍천군 관내 중소기업의 무역리스크 경감을 통하여 해외시장 진출을 적극 도모하기 위한 「2026년 홍천군 중소기업 수출 단체보험 가입 지원사업」을 아래와 같이 안내드리오니 많은 신청 바랍니다.
☞ 홍천군 수출(준비) 중소기업
☞ 한국무역보험공사 단기수출보험(단체보험) 가입 지원",자금,강원특별자치도경제진흥원,강원특별자치도,중소기업,중소기업,,,,,,,보험(수출+무역),2026-05-18,2026-05-22,,이메일 접수 (gpdls72@gwep.or.kr),이메일 접수 (gpdls72@gwep.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122200,main,primary,강원홍천군2026년중소기업수출단체보험가입지원사업참가기업추가모집공고,강원특별자치도경제진흥원,2026-05-18~2026-05-22,금융,보험(수출+무역)
biz,PBLN_000000000122199,[강원] 속초시 2026년 중소기업 수출단체보험 가입 지원사업 참가기업 추가 모집 공고,"속초시 관내 중소기업의 무역리스크 경감을 통하여 해외시장 진출을 적극 도모하기 위한 「2026년 속초시 중소기업 수출 단체보험 가입 지원사업」을 아래와 같이 안내드리오니 많은 신청 바랍니다.
☞ 속초시 수출(준비) 중소기업
☞ 한국무역보험공사 단기수출보험(단체보험) 가입 지원",자금,강원특별자치도경제진흥원,강원특별자치도,중소기업,중소기업,,,,,,,보험(수출+무역),2026-05-18,2026-05-22,,이메일 접수 (gpdls72@gwep.or.kr),이메일 접수 (gpdls72@gwep.or.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122199,main,primary,강원속초시2026년중소기업수출단체보험가입지원사업참가기업추가모집공고,강원특별자치도경제진흥원,2026-05-18~2026-05-22,금융,보험(수출+무역)
biz,PBLN_000000000122198,[부산] 2026년 제5회 여성기업 주간 및 부산지회 제27주년 창립기념식 포상 신청 연장 공고,"여성경제인의 자긍심을 고양하고 여성기업에 대한 국민의 인식을 높이기 위해 지정된 [제5회 여성기업 주간]을 맞아 [부산지회 창립 제27주년]을 기념하고 기업경영 활동 우수기업 및 중소기업 발전에 기여한 바가 큰 여성기업인을 발굴ㆍ포상하기 위해 「부산지회 제27주년 창립기념식」 포상 신청ㆍ접수를 다음과 같이 공고하오니 많은 신청 바랍니다.
☞ 건전한 기업가정신으로 경영합리화, 수출증대를 위한 기술개발 등에 적극 노력하여 모범이 되는 여성기업 대표자(여성임원 포함)
☞ 기관표창(부산광역시장, 부산지방중소벤처기업청장, 부산지방국세청장, 부산지방조달청장, 부산지방고용노동청장 등) 포상 지원",판로/수출,한국여성경제인협회부산지회,부산광역시,여성기업,여성,,,,,,,홍보지원,2026-05-18,2026-05-29,,"우편 또는 방문 및 이메일 접수
- 이메일 : yrlim@wbiz.or.kr
- 접수처 : (우) 48730 부산광역시 동구 중앙대로296번길 3-3 극동빌딩 4층한국여성경제인협회 부산지회
※ 작성자료 및 증빙자료 원본을 반드시 우편 또는 방문 접수
※ 우편 또는 방문접수와 이메일 접수 모두 제출하셔야 접수가 완료되며, 서류 미비시 접수하지 않습니다.
※ 자세한 방법 공고문 참조","우편 또는 방문 및 이메일 접수
- 이메일 : yrlim@wbiz.or.kr
- 접수처 : (우) 48730 부산광역시 동구 중앙대로296번길 3-3 극동빌딩 4층한국여성경제인협회 부산지회
※ 작성자료 및 증빙자료 원본을 반드시 우편 또는 방문 접수
※ 우편 또는 방문접수와 이메일 접수 모두 제출하셔야 접수가 완료되며, 서류 미비시 접수하지 않습니다.
※ 자세한 방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122198,main,primary,부산2026년제5회여성기업주간및부산지회제27주년창립기념식포상신청연장공고,한국여성경제인협회부산지회,2026-05-18~2026-05-29,내수,홍보지원
biz,PBLN_000000000122197,[강원] 횡성군 2026년 중소기업 수출 단체보험 가입 지원사업 참가기업 추가 모집 공고,"횡성군 관내 중소기업의 무역리스크 경감을 통하여 해외시장 진출을 적극 도모하기 위한 「2026년 횡성군 중소기업 수출 단체보험 가입 지원사업」을 아래와 같이 안내드리오니 많은 신청 바랍니다.
☞ 횡성군 수출(준비) 중소기업
☞ 한국무역보험공사 단기수출보험(단체보험) 가입 지원",자금,강원특별자치도경제진흥원,강원특별자치도,중소기업,중소기업,,,,,,,보험(수출+무역),2026-05-18,2026-05-22,,이메일 접수 (gwep3362@naver.com),이메일 접수 (gwep3362@naver.com),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122197,main,primary,강원횡성군2026년중소기업수출단체보험가입지원사업참가기업추가모집공고,강원특별자치도경제진흥원,2026-05-18~2026-05-22,금융,보험(수출+무역)
biz,PBLN_000000000122196,[강원] 철원군 2026년 3차 청년창업 공간 지원사업 예비창업자 모집 공고,"철원군, 강원특별자치도경제진흥원에서 지역 내 빈점포를 활용하여 공실율을 줄이고 청년의 경제활동 참여를 유도하여 지역 경제 활력을 제고하고자「철원군 청년창업 공간지원사업」을 아래와 같이 공고하오니 창의적 아이디어와 열정적인 창업 의지가 있는 예비 청년 창업자(팀)의 많은 참여 바랍니다.
☞ 창업에 대한 열정과 참신한 아이디어를 갖추고 철원군 내 창업을 희망하는 예비창업자
- 사업공고일 기준 개인 또는 팀 전원 19세 이상 ~ 49세 이하 (주민등록상 출생일 1978. 1. 1. ~ 2008. 12. 31에 해당하는 자)
- 주민등록상 주소 및 사업장(예정지) 주소가 철원군인 예비창업자, 폐업 후 재창업 준비자 등
※ 자세한 지원대상 공고문 참조
☞ 창업 교육, 멘토링, 컨설팅, 사업화 자금 등 지원 
- 팀당 최대 20,000천원 지원",창업,강원특별자치도경제진흥원,강원특별자치도,창업벤처,"예비창업자,청년,초기창업기업",,,,,,,예비창업자지원,2026-05-18,2026-06-30,,온라인 접수 (강원특별자치도경제진흥원),온라인 접수 (강원특별자치도경제진흥원),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122196,main,primary,강원철원군2026년3차청년창업공간지원사업예비창업자모집공고,강원특별자치도경제진흥원,2026-05-18~2026-06-30,창업,예비창업자지원
biz,PBLN_000000000122195,[부산] 2026년 신발기업 해외물류 바우처 지원사업 참여기업 모집 공고(지원확대),"부산테크노파크 신발패션진흥단은 부산신발기업 수출입 경쟁력 회복을 위한 「2026 신발기업 해외물류 바우처 지원사업」을 추진합니다. 본 사업에 참가를 희망하는 기업은 아래 내용을 참고하시어 신청하시기 바랍니다.
☞ 아래 조건을 모두 충족시 지원가능
① 2026. 01. 01. ~ 현재까지 20만원 이상 물류비가 발생한 신발기업
② 직전년도 직수출 실적 3천만USD 이하 부산 소재 신발기업 또는 신발산업 관련 신발완제품, 소재, 부품, 장비 제조기업 등
③ 동일 건으로 타 기관 물류지원사업 수혜 이력이 없는 수출입 건만 해당 (중복수혜 방지)
④ 지방세 및 국세 완납 기업
☞ 항공 및 해상을 통한 국내발 수출품에 대한 물류비, 수출을 위한 국외 운송비, 국외 하역비 및 창고비, 국제특송 등, 직접생산 수출품의 경우 원자재 수입 물류비용(수출분 생산건 운임) 지원",판로/수출,부산테크노파크,부산광역시,중소기업,중소기업,,,,,,,해외진출,예산 소진시까지,,,"온라인 접수(부산 수출플랫폼 사업지원시스템)  
※ 온라인 접수 후 제출서류 이메일 발송
- 이메일 : lsc0337@btp.or.kr","온라인 접수(부산 수출플랫폼 사업지원시스템)  
※ 온라인 접수 후 제출서류 이메일 발송
- 이메일 : lsc0337@btp.or.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122195,main,primary,부산2026년신발기업해외물류바우처지원사업참여기업모집공고지원확대,부산테크노파크,예산 소진시까지~,수출,해외진출
biz,PBLN_000000000122194,[경기] 포천시 2026년 가축분뇨 퇴ㆍ액비 제조시설 대기배출 관리 지원 사업 공고,"「대기환경보전법」제81조 및 관련 규정에 따라 가축분뇨 퇴ㆍ액비 제조시설에서 발생하는 악취 및 대기오염물질을 저감하고, 소규모 사업장의 환경관리 역량 강화를 지원하기 위한 「2026년 포천시 가축분뇨 퇴ㆍ액비 제조시설 대기배출 관리 지원 사업」을 아래와 같이 공고하오니 지원을 희망하는 사업장은 경기대진테크노파크로 신청하여 주시기 바랍니다.
☞ 포천시 관내에서 가축분뇨를 활용한 퇴비ㆍ액비 제조시설을 운영하는 사업장
- 「중소기업기본법」시행령 제3조 제1항에 따른 중ㆍ소기업
※ 자세한 지원대상 공고문 참조
☞ 방지시설 설치비, 악취저감 부대시설 비용 지원
- (방지시설 설치비) 가축분뇨 퇴액비 제조시설 방지시설 설치 지원 
- (악취저감 부대시설) 오염물질 포섭을 위한 밀폐시설 설치비, 성능이 확인된 탈취제 분사시설 및 세정 시설 등 악취 저감 시설 보완 비용 지원
- 공종(시설별) 최대금액 기준으로 개소당 총 공사금액 1,260,000천원 이내(기업 자부담 10% 포함)지원",경영,경기대진테크노파크,경기도,중소기업,중소기업,,,,,,,시설/입지지원,2026-05-18,2026-05-29,,"방문 접수
- 접수처 : (11158)경기도 포천시 자작로155, 경기대진테크노파크 시험생산동 3층 303-2호 비전사업팀
※ 사업승인 후 전자파일(PDF)로 이메일 추가 제출 요청(choi4232@gdtp.or.kr)
※ 자세한 신청방법 공고문 참조","방문 접수
- 접수처 : (11158)경기도 포천시 자작로155, 경기대진테크노파크 시험생산동 3층 303-2호 비전사업팀
※ 사업승인 후 전자파일(PDF)로 이메일 추가 제출 요청(choi4232@gdtp.or.kr)
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122194,main,primary,경기포천시2026년가축분뇨퇴ㆍ액비제조시설대기배출관리지원사업공고,경기대진테크노파크,2026-05-18~2026-05-29,경영,시설/입지지원
biz,PBLN_000000000122193,[전남] 나주시 2026년 스타기업 육성사업 기업성장단계별 육성프로그램 시행 공고,"전남테크노파크는 나주시 소재 기업의 경쟁력 강화 및 강소기업 육성을 위하여 나주시 스타기업 및 Pre 스타기업을 대상으로「기업성장단계별 육성프로그램」시행 공고를 실시하오니 많은 참여 바랍니다.
☞ 나주시 스타기업 및 pre스타기업
☞ 시제품 제작, 마케팅, 정보화, 경영지원, 인증, 지식재산권 지원
※ 자세한 지원내용 공고문 참조",경영,전남테크노파크,전라남도,중소기업,중소기업,,,,,,,디자인/상품화/사업화,2026-05-19,2026-06-02,,온라인 접수(전남테크노파크 DATA플랫폼),온라인 접수(전남테크노파크 DATA플랫폼),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122193,main,primary,전남나주시2026년스타기업육성사업기업성장단계별육성프로그램시행공고,전남테크노파크,2026-05-19~2026-06-02,경영,디자인/상품화/사업화
biz,PBLN_000000000122192,[강원] 2027년 미국 국제전자제품박람회 CES 2027 통합 강원관 참가기업 모집 공고,"강원특별자치도 내 우수 혁신기업의 글로벌 시장 진출 및 수출 확대를 지원하기 위하여 「2027 미국 국제전자제품박람회(CES 2027)」 통합 강원관 참가기업을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.
☞ 도내 소재 기업 중 CES 전시분야 관련 제품ㆍ기술 보유기업
- 전시품목: AI, IoT, 디지털헬스, 모빌리티, 로보틱스, 양자기술 등
☞ 부스임차비, 부스조성비, 통역, 홍보비, 부대프로그램 지원",판로/수출,강원테크노파크,강원특별자치도,중소기업,중소기업,,,,,,,해외진출,2026-05-18,2026-05-29,,"이메일 접수(지역별 접수처 상이)
- 강원테크노파크 (춘천ㆍ강릉) : basic1945@gwtp.or.kr
- 원주의료기기산업진흥원 (원주) : ljm@wmit.or.kr
- 영월산업진흥원 (영월) : parktg@yipa.or.kr
- 강원대학교 (춘천ㆍ원주ㆍ홍천) : ys@kangwon.ac.kr
- 한림대학교 (춘천ㆍ홍천ㆍ정선ㆍ평창) : rise2@hallym.ac.kr","이메일 접수(지역별 접수처 상이)
- 강원테크노파크 (춘천ㆍ강릉) : basic1945@gwtp.or.kr
- 원주의료기기산업진흥원 (원주) : ljm@wmit.or.kr
- 영월산업진흥원 (영월) : parktg@yipa.or.kr
- 강원대학교 (춘천ㆍ원주ㆍ홍천) : ys@kangwon.ac.kr
- 한림대학교 (춘천ㆍ홍천ㆍ정선ㆍ평창) : rise2@hallym.ac.kr",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122192,main,primary,강원2027년미국국제전자제품박람회ces2027통합강원관참가기업모집공고,강원테크노파크,2026-05-18~2026-05-29,수출,해외진출
biz,PBLN_000000000122191,[경북] 2026년 소상공인 사회보험료 지원 사업 참여자 모집 공고,"경상북도와 경상북도경제진흥원에서는 도내 소상공인의 사회안전망 강화를 위해 사회보험료(자영업자 고용보험료ㆍ중소기업사업주 산재보험료) 지원을 실시하고자 다음과 같이 공고하오니 많은 참여 바랍니다.
☞ 경상북도 소상공인 중 근로복지공단에서 시행하는 「자영업자 고용보험」, 「중소기업사업주 산재보험」가입자(사업주만 해당)
☞ 2026년 1∼12월분 보험료 납부액의 10∼40% 지원
※ 소상공인시장진흥공단에서 시행 중인 「2026년 자영업자 고용보험료 지원사업」중복수혜 가능",경영,경상북도경제진흥원,경상북도,소상공인,소상공인,,,,,,,디자인/상품화/사업화,예산 소진시까지,,,"온라인 및 팩스ㆍ방문ㆍ우편 접수
- 온라인 : 소상공인 24
- 팩스 : 054-613-5657(읍면동사무소 팩스 서비스 이용 권장)
- 접수처 : (39393) 경북 구미시 이계북로 7 경상북도경제진흥원 4층 민생경제지원팀
※ 접수 우선순위는 온라인(소상공인24) 기준으로 결정되며 그 외 방법으로 제출할 경우, 접수 순번이 늦어질 수 있음
※ 자세한 신청방법 공고문 참조","온라인 및 팩스ㆍ방문ㆍ우편 접수
- 온라인 : 소상공인 24
- 팩스 : 054-613-5657(읍면동사무소 팩스 서비스 이용 권장)
- 접수처 : (39393) 경북 구미시 이계북로 7 경상북도경제진흥원 4층 민생경제지원팀
※ 접수 우선순위는 온라인(소상공인24) 기준으로 결정되며 그 외 방법으로 제출할 경우, 접수 순번이 늦어질 수 있음
※ 자세한 신청방법 공고문 참조",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122191,main,primary,경북2026년소상공인사회보험료지원사업참여자모집공고,경상북도경제진흥원,예산 소진시까지~,경영,디자인/상품화/사업화
biz,PBLN_000000000122190,[강원] 2026년 기업협력 프로젝트 지원기업 모집 공고(ICT이노베이션스퀘어 확산 사업),"강원정보문화산업진흥원에서는 지역의 소프트웨어(SW)분야 실무형 인재양성을 통해 지역 기업의 성장을 견인하고자 「기업협력 프로젝트 지원기업」을 다음과 같이 모집하오니 관심 있는 기업의 많은 참여 바랍니다.
☞ 강원 지역 소재 디지털 기업(공고일 전일 기준)
☞ 실습생 교육훈련비, 홍보물 제작 지원비 지원
- 지역 주력산업 분야의 기업 현장 프로젝트 기반 실습생 교육훈련비 지원(기업당 최대 10,000천원(실습생 2명))
- 지원기업별 기업 홍보물 제작비 지원(기업당 최대 2,500천원)",인력/일자리,강원정보문화산업진흥원,강원특별자치도,중소기업,중소기업,,,,,,,교육/훈련/연수,2026-06-05,2026-06-12,,"이메일 접수 (tmdwns0416@gica.or.kr)
※ 접수 후 확인 전화 필수","이메일 접수 (tmdwns0416@gica.or.kr)
※ 접수 후 확인 전화 필수",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122190,main,primary,강원2026년기업협력프로젝트지원기업모집공고ict이노베이션스퀘어확산사업,강원정보문화산업진흥원,2026-06-05~2026-06-12,인력,교육/훈련/연수
biz,PBLN_000000000122189,[전북] 2026년 2차 지역특화형(농ㆍ식품기업) 스마트공장 구축지원 사업 공고,"중소기업 제조 현장의 경쟁력 제고를 위하여 중소벤처기업부에서 추진하고 있는「2026년도 전북 지역특화형(농ㆍ식품기업) 스마트공장 구축사업」의 지원계획을 다음과 같이 공고합니다. 
☞ 전북특별자치도내 중소ㆍ중견 농ㆍ식품 제조기업 중 스마트공장 구축이 필요한 제조기업
- (도입기업) 전북특별자치도 내 농ㆍ식품 제조기업 중 「중소기업기본법」에 따른 중소기업 또는「중견기업 성장촉진 및 경쟁력 강화에 관한 특별법」에 따른 중견기업
- (공급기업) 스마트공장 구축 역량을 보유한 기업 및 협업체로서 스마트공장 사업관리시스템의 ‘공급기업 Pool’에 등록된 기업
☞ 정보통신기술(ICT)로 제품의 기획-설계-제조-판매 과정을 통합하여 제조 공정을 최적화하는 스마트공장 구축지원
- 제품설계ㆍ생산공정 개선 등을 위한 스마트공장 솔루션 구축 및 솔루션과 연동되는 자동화장비ㆍ제어기ㆍ센서 등 구축 지원",경영,전북테크노파크,전북특별자치도,중소기업,중소기업,,,,,,,시설/입지지원,2026-05-13,2026-06-12,,온라인 접수(스마트공장 사업관리 시스템),온라인 접수(스마트공장 사업관리 시스템),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122189,main,primary,전북2026년2차지역특화형농ㆍ식품기업스마트공장구축지원사업공고,전북테크노파크,2026-05-13~2026-06-12,경영,시설/입지지원
biz,PBLN_000000000122188,[경북] 2026년 오프라인 특판전(롯데백화점(본점)) 참가기업 모집 공고(K-통합 마케팅 생태계 조성사업),"경상북도와 경상북도경제진흥원은 14개 시ㆍ군과 협력하여 중소기업 및 소상공인의 시장 판로 개척과 브랜드 가치를 향상하기 위해 롯데백화점(본점)과 협업하여 「2026년 K-통합 마케팅 생태계 조성사업」오프라인 특판전을 진행할 예정입니다. 본 행사에 참여할 지역 중소기업 및 소상공인의 많은 관심과 신청 바랍니다.
☞ 포항, 경주, 안동, 구미, 영주, 영천, 상주, 문경, 경산, 의성, 청도, 성주, 칠곡, 봉화 소재 중소기업ㆍ소상공인
- 공고일 기준 사업자등록증 상 경북 도내에 주소지를 둔 중소기업 또는 소상공인
- 중소기업 확인서 또는 소상공인 확인서 발급이 가능한 기업
- 제품을 직접 생산ㆍ제조ㆍ가공업을 영위하고 있는 기업
☞ 롯데백화점 본점(서울 중구) 특판전 전용 공간에서 7일간 기획전 형식 입점 제공 지원
- 특판전 운영 : 특판전 홍보, 부스 및 디자인 구성, 판매인력, 이벤트, 물류보관 차량 등 지원
- 기업지원 : 할인 프로모션 등 공급가액의 90% 지원",판로/수출,경상북도경제진흥원,경상북도,중소기업,중소기업,,,,,,,오프라인,2026-05-18,2026-06-04,,이메일 접수 (bc100@gepa.kr),이메일 접수 (bc100@gepa.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122188,main,primary,경북2026년오프라인특판전롯데백화점본점참가기업모집공고k통합마케팅생태계조성사업,경상북도경제진흥원,2026-05-18~2026-06-04,내수,오프라인
biz,PBLN_000000000122187,2026년 의약품 특허대응전략 컨설팅 지원 사업 지원기업 모집 공고,"제약기업의 의약품 개발 관련 특허전략 수립을 위한「2026년 의약품 특허대응전략 컨설팅 지원 사업」지원기업 모집을 다음과 같이 공고합니다.
☞ 특허에 도전하여 의약품 개발을 추진하고자 하는 중소제약기업
☞ 의약품 자료수집, 특허분석 및 특허전략 수립, 컨설팅 비용의 70% (기업별 최대 30백만원)지원",경영,한국지식재산보호원,식품의약품안전처,중소기업,중소기업,,,,,,,컨설팅,2026-05-18,2026-06-07,,이메일 접수 (medi-pat@koipa.re.kr),이메일 접수 (medi-pat@koipa.re.kr),https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122187,main,primary,2026년의약품특허대응전략컨설팅지원사업지원기업모집공고,한국지식재산보호원,2026-05-18~2026-06-07,경영,컨설팅
